ufn,semsp_id,date_processed,cwt,adipose,weight,standard_length,fork_length,photo_number,comments_protocol,comments_fish_health_lab,dissector,dissection_protocol,fish_lab_qc_data,fish_lab_qc_flag,fish_lab_flag_reason,fish_lab_qc_log
U3418,2016-06-07-D22-PI-7,2017-02-02,none,none,13.6,109,114,NA,NA,NA,CVJ,irregular work-up,BMM,N,NA,NA
U2966,2016-06-24-J02-CU-4,2017-02-03,none,none,15.1,113,NA,NA,NA,NA,BMM,irregular work-up,BMM,N,NA,NA
U2967,2016-06-24-J02-CU-3,2017-02-03,none,none,16.7,116,121,NA,NA,NA,BMM,irregular work-up,BMM,N,NA,NA
U2968,2016-06-24-J02-CU-10,2017-02-03,none,none,14.9,112,118,NA,NA,NA,BMM,irregular work-up,BMM,N,NA,NA
U2969,2016-06-24-J02-CU-9,2017-02-03,none,none,16.2,116,122,NA,NA,NA,BMM,irregular work-up,BMM,N,NA,NA
U2970,2016-05-27-D09-CU-3,2017-02-03,none,none,18.2,116,122,NA,NA,NA,BMM,irregular work-up,BMM,N,NA,NA
U2971,2016-05-27-D09-CU-9,2017-02-03,none,none,8.3,92,96,NA,NA,NA,BMM,irregular work-up,BMM,N,NA,NA
U2972,2016-05-27-D09-CU-5,2017-02-03,none,none,17.4,116,122,NA,NA,NA,BMM,irregular work-up,BMM,N,NA,NA
U2973,2016-05-27-D09-CU-10,2017-02-03,none,none,15.9,114,119,NA,NA,NA,BMM,irregular work-up,BMM,N,NA,NA
U2974,2016-05-27-D09-CU-7,2017-02-03,none,none,11.3,102,107,NA,NA,NA,BMM,irregular work-up,BMM,N,NA,NA
U3308,2016-06-24-J02-CU-6,2017-02-03,none,none,16,115,120,NA,NA,NA,JG,irregular work-up,BMM,N,NA,NA
U3309,2016-06-24-J02-CU-8,2017-02-03,none,none,16.9,114,NA,NA,NA,NA,JG,irregular work-up,BMM,N,NA,NA
U3310,2016-06-24-J02-CU-7,2017-02-03,none,none,21,119,NA,NA,NA,NA,JG,irregular work-up,BMM,N,NA,NA
U3311,2016-06-24-J02-CU-2,2017-02-03,none,none,15.4,110,NA,NA,Brain fell on cool rack,NA,JG,irregular work-up,BMM,N,NA,NA
U3312,2016-06-24-J02-CU-1,2017-02-03,none,none,14.8,105,110,NA,NA,NA,JG,irregular work-up,BMM,N,NA,NA
U3313,2016-05-27-D09-CU-8,2017-02-03,none,none,13.5,107,113,NA,NA,NA,JG,irregular work-up,BMM,N,NA,NA
U3314,2016-05-27-D09-CU-6,2017-02-03,none,none,12.9,105,110,NA,NA,NA,JG,irregular work-up,BMM,N,NA,NA
U3315,2016-05-27-D09-CU-2,2017-02-03,none,none,5.5,79,NA,NA,NA,NA,JG,irregular work-up,BMM,N,NA,NA
U3419,2016-06-07-D22-PI-10,2017-02-03,none,none,6.5,89,93,NA,NA,NA,CVJ,irregular work-up,JG,N,NA,NA
U3420,2016-07-06-D09-PI-7,2017-02-03,none,none,23.7,128,132,NA,NA,NA,CVJ,irregular work-up,JG,N,NA,NA
U3421,2016-07-06-D09-PI-3,2017-02-03,none,none,25.1,134,140,NA,NA,NA,CVJ,irregular work-up,JG,N,NA,NA
U3422,2016-07-06-D09-PI-2,2017-02-03,none,none,24.7,131,136,NA,NA,NA,CVJ,irregular work-up,JG,N,NA,NA
U3423,2016-07-06-D09-PI-6,2017-02-03,none,none,23.2,129,135,NA,NA,NA,CVJ,irregular work-up,JG,N,NA,NA
U3424,2016-07-06-D09-PI-10,2017-02-03,none,none,18.6,122,127,NA,NA,NA,CVJ,irregular work-up,JG,N,NA,NA
U3425,2016-07-06-D09-PI-5,2017-02-03,none,none,17.5,120,NA,NA,NA,NA,CVJ,irregular work-up,JG,N,NA,NA
U3316,2016-05-27-D09-CU-4,2017-02-04,none,none,3.7,69,74,NA,NA,Tiny fish,JG,irregular work-up,JG,N,NA,NA
U3317,2016-05-27-D09-CU-1,2017-02-04,none,none,8.3,91,95,NA,NA,Liver on opposite side of stomach,JG,irregular work-up,JG,N,NA,NA
U3318,2016-05-23-D09-CU-8,2017-02-04,none,none,6.2,84,88,NA,NA,NA,JG,irregular work-up,JG,N,NA,NA
U3319,2016-05-23-D09-CU-5,2017-02-04,none,none,8.9,93,98,NA,NA,NA,JG,irregular work-up,JG,N,NA,NA
U3320,2016-05-23-D09-CU-9,2017-02-04,none,none,5.2,76,81,NA,NA,NA,JG,irregular work-up,JG,N,NA,NA
U3321,2016-05-23-D09-CU-2,2017-02-04,none,none,4.1,71,NA,NA,NA,NA,JG,irregular work-up,JG,N,NA,NA
U3322,2016-05-23-D09-CU-4,2017-02-04,none,none,7.3,83,88,3322,1 broken otolith,Scarring on both sides,JG,irregular work-up,JG,N,NA,NA
U3323,2016-05-23-D09-CU-1,2017-02-04,none,none,6.9,83,88,NA,NA,NA,JG,irregular work-up,JG,N,NA,NA
U3426,2016-07-06-D09-PI-8,2017-02-04,none,none,24.2,128,NA,NA,NA,NA,CVJ,irregular work-up,JG,N,NA,NA
U3427,2016-07-06-D09-PI-4,2017-02-04,none,none,16.5,117,122,NA,NA,NA,CVJ,irregular work-up,JG,N,NA,NA
U3428,2016-07-06-D09-PI-1,2017-02-04,none,none,18.7,120,125,NA,NA,NA,CVJ,irregular work-up,JG,N,NA,NA
U3429,2016-07-06-D09-PI-9,2017-02-04,none,none,19.8,124,NA,NA,NA,NA,CVJ,irregular work-up,JG,N,NA,NA
U3430,2016-06-09-D08-PI-9,2017-02-04,none,none,11.2,98,104,NA,NA,NA,CVJ,irregular work-up,JG,N,NA,NA
U3431,2016-06-09-D08-PI-3,2017-02-04,none,none,8.4,93,97,3431,Only one ololith,Lesions on tail. picture taken.,CVJ,irregular work-up,JG,N,NA,NA
U3432,2016-06-09-D08-PI-1,2017-02-04,none,none,9.8,94,100,NA,NA,NA,CVJ,irregular work-up,JG,N,NA,NA
U2975,2016-05-23-D09-CU-6,2017-02-05,none,none,4.4,72,NA,NA,NA,NA,BMM,irregular work-up,JG,N,NA,NA
U2976,2016-05-23-D09-CU-10,2017-02-05,none,none,4.4,68,73,NA,NA,NA,BMM,irregular work-up,JG,N,NA,NA
U2977,2016-05-23-D09-CU-7,2017-02-05,none,none,9,96,101,NA,NA,NA,BMM,irregular work-up,JG,N,NA,NA
U2978,2016-06-14-D09-CU-9,2017-02-05,none,none,9.4,96,NA,NA,NA,NA,BMM,irregular work-up,JG,N,NA,NA
U2979,2016-06-14-D09-CU-10,2017-02-05,none,none,8.5,95,99,NA,NA,NA,BMM,irregular work-up,JG,N,NA,NA
U3324,2016-05-23-D09-CU-3,2017-02-05,none,none,3.8,68,NA,NA,NA,Tiny fish,JG,irregular work-up,JG,N,NA,NA
U3325,2016-06-14-D09-CU-6,2017-02-05,none,none,13.1,108,113,NA,NA,NA,JG,irregular work-up,JG,N,NA,NA
U3326,2016-06-14-D09-CU-5,2017-02-05,none,none,10.1,101,106,NA,NA,NA,JG,irregular work-up,JG,N,NA,NA
U3327,2016-06-14-D09-CU-4,2017-02-05,none,none,8,92,NA,NA,Outside scalpel touched spleen,NA,JG,irregular work-up,JG,N,NA,NA
U3328,2016-06-14-D09-CU-2,2017-02-05,none,none,10.2,99,104,NA,NA,NA,JG,irregular work-up,JG,N,NA,NA
U3329,2016-06-14-D09-CU-1,2017-02-05,none,none,9.6,97,102,NA,NA,NA,JG,irregular work-up,JG,N,NA,NA
U3501,2016-06-14-D09-CU-7,2017-02-05,none,none,10.7,100,105,NA,NA,NA,BMM,irregular work-up,JG,N,NA,NA
U3502,2016-06-14-D09-CU-8,2017-02-05,none,none,13,109,113,NA,NA,NA,BMM,irregular work-up,JG,N,NA,NA
U3330,2016-06-14-D22-CU-8,2017-02-06,none,none,11.8,103,108,NA,NA,NA,JG,irregular work-up,CVJ,N,NA,NA
U3331,2016-06-14-D22-CU-7,2017-02-06,none,none,14.5,110,116,NA,NA,NA,JG,irregular work-up,CVJ,N,NA,NA
U3332,2016-06-14-D22-CU-2,2017-02-06,none,none,8,92,97,NA,NA,NA,JG,irregular work-up,CVJ,N,NA,NA
U3333,2016-06-14-D22-CU-5,2017-02-06,none,none,10.4,98,103,NA,Lost 1 otolith,NA,JG,irregular work-up,CVJ,N,NA,NA
U3334,2016-06-14-D22-CU-10,2017-02-06,none,none,12.9,102,107,NA,NA,NA,JG,irregular work-up,CVJ,N,NA,NA
U3335,2016-06-14-D22-CU-9,2017-02-06,none,none,12.4,102,107,NA,NA,NA,JG,irregular work-up,CVJ,N,NA,NA
U3336,2016-06-07-D22-CU-10,2017-02-06,none,none,13.8,108,113,NA,NA,NA,JG,irregular work-up,CVJ,N,NA,NA
U3337,2016-06-07-D22-CU-5,2017-02-06,none,none,10.8,99,104,NA,Brain fell on cool rack,NA,JG,irregular work-up,CVJ,N,NA,NA
U3338,2016-06-07-D22-CU-9,2017-02-06,none,none,16.5,114,120,NA,NA,NA,JG,irregular work-up,CVJ,N,NA,NA
U3339,2016-06-07-D22-CU-4,2017-02-06,none,none,13.9,106,111,NA,NA,NA,JG,irregular work-up,CVJ,N,NA,NA
U3340,2016-06-07-D22-CU-8,2017-02-06,none,none,11.9,103,108,NA,NA,NA,JG,irregular work-up,CVJ,N,NA,NA
U3341,2016-06-07-D22-CU-3,2017-02-06,none,none,15.2,115,121,NA,NA,NA,JG,irregular work-up,CVJ,N,NA,NA
U3433,2016-06-09-D08-PI-2,2017-02-06,none,none,14.5,111,116,NA,NA,NA,CVJ,irregular work-up,JG,N,NA,NA
U3434,2016-06-09-D08-PI-10,2017-02-06,none,none,7.4,92,96,NA,NA,NA,CVJ,irregular work-up,JG,N,NA,NA
U3435,2016-06-09-D08-PI-7,2017-02-06,none,none,9.6,97,102,NA,NA,NA,CVJ,irregular work-up,JG,N,NA,NA
U3436,2016-06-09-D08-PI-4,2017-02-06,none,none,7.1,89,93,NA,NA,NA,CVJ,irregular work-up,JG,N,NA,NA
U3437,2016-06-09-D08-PI-5,2017-02-06,none,none,12.4,105,110,3437,NA,Lesions on fish from gravid lep. picture.,CVJ,irregular work-up,JG,N,NA,NA
U3438,2016-06-09-D08-PI-6,2017-02-06,none,none,11.2,100,105,NA,NA,NA,CVJ,irregular work-up,JG,N,NA,NA
U3439,2016-06-09-D08-PI-8,2017-02-06,none,none,10.4,100,105,NA,NA,NA,CVJ,irregular work-up,JG,N,NA,NA
U3440,2016-05-23-D09-PI-7,2017-02-06,none,none,4.2,77,NA,NA,NA,NA,CVJ,irregular work-up,JG,N,NA,NA
U3441,2016-05-23-D09-PI-2,2017-02-06,none,none,10.4,102,107,NA,NA,NA,CVJ,irregular work-up,JG,N,NA,NA
U3442,2016-05-23-D09-PI-4,2017-02-06,none,none,5.1,83,86,NA,NA,NA,CVJ,irregular work-up,JG,N,NA,NA
U3443,2016-05-23-D09-PI-5,2017-02-06,none,none,7.2,92,97,NA,NA,NA,CVJ,irregular work-up,JG,N,NA,NA
U3444,2016-05-23-D09-PI-6,2017-02-06,none,none,5.6,84,87,NA,NA,NA,CVJ,irregular work-up,JG,N,NA,NA
U3503,2016-06-14-D09-CU-3,2017-02-06,none,none,8.5,95,100,NA,NA,NA,BMM,irregular work-up,JG,N,NA,NA
U3504,2016-06-14-D22-CU-3,2017-02-06,none,none,12.9,105,NA,NA,NA,NA,BMM,irregular work-up,JG,N,NA,NA
U3505,2016-06-14-D22-CU-6,2017-02-06,none,none,7.3,88,93,NA,NA,NA,BMM,irregular work-up,JG,N,NA,NA
U3506,2016-06-14-D22-CU-1,2017-02-06,none,none,13.2,106,112,NA,NA,NA,BMM,irregular work-up,JG,N,NA,NA
U3507,2016-06-14-D22-CU-4,2017-02-06,none,none,12.8,110,115,NA,NA,NA,BMM,irregular work-up,JG,N,NA,NA
U3445,2016-05-23-D09-PI-8,2017-02-07,none,none,6.9,90,95,NA,NA,NA,CVJ,irregular work-up,CVJ,N,NA,NA
U3446,2016-05-23-D09-PI-9,2017-02-07,none,none,6.8,87,92,NA,NA,NA,CVJ,irregular work-up,CVJ,N,NA,NA
U3447,2016-05-23-D09-PI-3,2017-02-07,none,none,5.7,83,87,NA,NA,NA,CVJ,irregular work-up,CVJ,N,NA,NA
U3448,2016-05-23-D09-PI-1,2017-02-07,none,none,6.3,82,87,NA,NA,NA,CVJ,irregular work-up,CVJ,N,NA,NA
U3601,2016-06-07-D22-CU-7,2017-02-14,none,none,21,119,NA,NA,NA,NA,JG,irregular work-up,JG,N,NA,NA
U3602,2016-06-07-D22-CU-2,2017-02-14,none,none,7.8,88,93,NA,Dropped muscle sample into RNA vial 38 f2 by accident; retrieved.,NA,JG,irregular work-up,JG,N,NA,NA
U3603,2016-06-07-D22-CU-6,2017-02-14,none,none,12.4,108,113,NA,NA,NA,JG,irregular work-up,JG,N,NA,NA
U3604,2016-06-07-D22-CU-1,2017-02-14,none,none,11.9,106,NA,NA,NA,NA,JG,irregular work-up,JG,N,NA,NA
U3605,2016-05-27-D22-CU-3,2017-02-14,none,none,9.3,94,99,NA,NA,NA,JG,irregular work-up,JG,N,NA,NA
U3751,2016-05-23-D09-PI-10,2017-02-14,none,none,4.5,79,82,NA,NA,NA,CVJ,irregular work-up,JG,N,NA,NA
U3752,2016-05-27-D22-PI-2,2017-02-14,none,none,7.9,95,99,NA,NA,NA,CVJ,irregular work-up,JG,N,NA,NA
U3753,2016-05-27-D22-PI-5,2017-02-14,none,none,9.9,99,104,NA,NA,NA,CVJ,irregular work-up,JG,N,NA,NA
U3754,2016-05-27-D22-PI-8,2017-02-14,none,none,8,92,96,NA,NA,NA,CVJ,irregular work-up,JG,N,NA,NA
U3755,2016-05-27-D22-PI-1,2017-02-14,none,none,6.2,89,NA,NA,NA,NA,CVJ,irregular work-up,JG,N,NA,NA
U3606,2016-05-27-D22-CU-2,2017-02-15,none,none,6.6,83,88,NA,NA,NA,JG,irregular work-up,JG,N,NA,NA
U3607,2016-05-27-D22-CU-4,2017-02-15,none,none,8.2,90,96,NA,NA,NA,JG,irregular work-up,JG,N,NA,NA
U3608,2016-05-27-D22-CU-8,2017-02-15,none,none,8.4,92,97,NA,NA,NA,JG,irregular work-up,JG,N,NA,NA
U3609,2016-05-27-D22-CU-7,2017-02-15,none,none,4.4,74,79,NA,NA,NA,JG,irregular work-up,JG,N,NA,NA
U3610,2016-05-27-D22-CU-1,2017-02-15,none,none,11.6,98,103,NA,NA,NA,JG,irregular work-up,JG,N,NA,NA
U3611,2016-05-27-D22-CU-5,2017-02-15,none,none,9.2,95,100,NA,NA,NA,JG,irregular work-up,JG,N,NA,NA
U3612,2016-05-27-D22-CU-6,2017-02-15,none,none,9,95,100,NA,NA,NA,JG,irregular work-up,JG,N,NA,NA
U3756,2016-05-27-D22-PI-10,2017-02-15,none,none,4.5,77,NA,NA,NA,NA,CVJ,irregular work-up,JG,N,NA,NA
U3757,2016-05-27-D22-PI-3,2017-02-15,none,none,7.7,94,99,NA,NA,NA,CVJ,irregular work-up,JG,N,NA,NA
U3758,2016-05-27-D22-PI-6,2017-02-15,none,none,6.7,87,92,NA,NA,NA,CVJ,irregular work-up,JG,N,NA,NA
U3759,2016-05-27-D22-PI-9,2017-02-15,none,none,9.1,97,102,NA,NA,NA,CVJ,irregular work-up,JG,N,NA,NA
U3760,2016-05-27-D22-PI-4,2017-02-15,none,none,8.3,95,99,NA,NA,NA,CVJ,irregular work-up,JG,N,NA,NA
U3761,2016-05-27-D22-PI-7,2017-02-15,none,none,7.9,94,NA,NA,NA,NA,CVJ,irregular work-up,JG,N,NA,NA
U3762,2016-06-14-D09-PI-8,2017-02-15,none,none,11.4,106,111,NA,NA,NA,CVJ,irregular work-up,JG,N,NA,NA
U3763,2016-06-14-D09-PI-10,2017-02-15,none,none,11.9,107,111,NA,Skipped scale id 26,NA,CVJ,irregular work-up,JG,N,NA,NA
U3764,2016-06-14-D09-PI-4,2017-02-15,none,none,7.7,92,97,NA,NA,Redness around vent,CVJ,irregular work-up,JG,N,NA,NA
U3765,2016-06-14-D09-PI-1,2017-02-15,none,none,10.1,101,105,NA,NA,NA,CVJ,irregular work-up,JG,N,NA,NA
U3613,2016-07-06-D09-CU-10,2017-02-16,none,none,17.9,120,125,NA,NA,Nematode behind spleen,JG,irregular work-up,CVJ,N,NA,NA
U3614,2016-07-06-D09-CU-9,2017-02-16,none,none,23,127,133,NA,NA,NA,JG,irregular work-up,CVJ,N,NA,NA
U3615,2016-07-06-D09-CU-8,2017-02-16,none,none,31.7,143,149,NA,NA,NA,JG,irregular work-up,CVJ,N,NA,NA
U3616,2016-07-06-D09-CU-3,2017-02-16,none,none,33.5,146,152,NA,Kidney fell in cool rack,NA,JG,irregular work-up,CVJ,N,NA,NA
U3617,2016-07-06-D09-CU-1,2017-02-16,none,none,24.8,129,135,NA,Stomach broke in half; one broken otolith,Tiny flabellifera on underside,JG,irregular work-up,CVJ,N,NA,NA
U3618,2016-07-06-D09-CU-5,2017-02-16,none,none,18,120,125,NA,NA,NA,JG,irregular work-up,CVJ,N,NA,NA
U3619,2016-07-06-D09-CU-7,2017-02-16,none,none,27,133,NA,NA,Brain fell in cool rack,NA,JG,irregular work-up,CVJ,N,NA,NA
U3620,2016-07-06-D09-CU-2,2017-02-16,none,none,30.5,143,144,NA,Spleen fell on chamois,NA,JG,irregular work-up,CVJ,N,NA,NA
U3621,2016-07-06-D09-CU-6,2017-02-16,none,none,14.2,112,NA,NA,NA,NA,JG,irregular work-up,CVJ,N,NA,NA
U3622,2016-07-06-D09-CU-4,2017-02-16,none,none,29.1,135,140,NA,Brain fell in cool rack,Huge flabellifera (in bag),JG,irregular work-up,CVJ,N,NA,NA
U3623,2016-05-23-D22-CU-7,2017-02-16,none,none,7.8,87,92,NA,NA,NA,JG,irregular work-up,CVJ,N,NA,NA
U3624,2016-05-23-D22-CU-5,2017-02-16,none,none,21.4,122,127,NA,NA,NA,JG,irregular work-up,CVJ,N,NA,NA
U3625,2016-05-23-D22-CU-9,2017-02-16,none,none,9.6,92,97,NA,NA,NA,JG,irregular work-up,CVJ,N,NA,NA
U3626,2016-05-23-D22-CU-4,2017-02-16,none,none,8.5,92,97,NA,NA,NA,JG,irregular work-up,CVJ,N,NA,NA
U3766,2016-06-14-D09-PI-5,2017-02-16,none,none,7.6,92,NA,NA,NA,NA,CVJ,irregular work-up,JG,N,NA,NA
U3767,2016-06-14-D09-PI-9,2017-02-16,none,none,7.9,96,102,NA,NA,NA,CVJ,irregular work-up,JG,N,NA,NA
U3768,2016-06-14-D09-PI-2,2017-02-16,none,none,10.6,102,106,NA,NA,NA,CVJ,irregular work-up,JG,N,NA,NA
U3769,2016-06-14-D09-PI-3,2017-02-16,none,none,9.9,98,NA,NA,NA,Large white lump on anterior kidney,CVJ,irregular work-up,JG,N,NA,NA
U3770,2016-06-14-D09-PI-6,2017-02-16,none,none,9.6,99,104,NA,NA,NA,CVJ,irregular work-up,JG,N,NA,NA
U3771,2016-06-14-D09-PI-7,2017-02-16,none,none,8.9,100,105,NA,NA,NA,CVJ,irregular work-up,JG,N,NA,NA
U3772,2016-06-24-J02-PI-6,2017-02-16,none,none,15,116,120,NA,NA,NA,CVJ,irregular work-up,JG,N,NA,NA
U3773,2016-06-24-J02-PI-10,2017-02-16,none,none,19.8,122,127,NA,NA,NA,CVJ,irregular work-up,JG,N,NA,NA
U3774,2016-06-24-J02-PI-9,2017-02-16,none,none,13.4,110,115,NA,NA,NA,CVJ,irregular work-up,JG,N,NA,NA
U3775,2016-06-24-J02-PI-7,2017-02-16,none,none,16.5,117,122,NA,NA,NA,CVJ,irregular work-up,JG,N,NA,NA
U3776,2016-06-24-J02-PI-8,2017-02-16,none,none,15.7,116,NA,NA,NA,NA,CVJ,irregular work-up,JG,N,NA,NA
U3777,2016-06-24-J02-PI-5,2017-02-16,none,none,21.5,123,128,NA,NA,NA,CVJ,irregular work-up,JG,N,NA,NA
U3778,2016-06-24-J02-PI-3,2017-02-16,none,none,15.4,115,NA,NA,NA,NA,CVJ,irregular work-up,JG,N,NA,NA
U3779,2016-06-24-J02-PI-2,2017-02-16,none,none,15,116,121,NA,NA,NA,CVJ,irregular work-up,JG,N,NA,NA
U3780,2016-06-24-J02-PI-1,2017-02-16,none,none,14.8,116,122,NA,NA,NA,CVJ,irregular work-up,JG,N,NA,NA
U3781,2016-06-24-J02-PI-4,2017-02-16,none,none,16.4,119,124,NA,NA,NA,CVJ,irregular work-up,JG,N,NA,NA
U3782,2016-06-01-D22-PI-3,2017-02-16,none,none,12.1,114,119,NA,Broken otoliths,NA,CVJ,irregular work-up,JG,N,NA,NA
U3783,2016-06-01-D22-PI-5,2017-02-16,none,none,8,93,98,NA,NA,NA,CVJ,irregular work-up,JG,N,NA,NA
U3784,2016-06-01-D22-PI-1,2017-02-16,none,none,8.2,92,96,NA,NA,NA,CVJ,irregular work-up,JG,N,NA,NA
U3785,2016-06-01-D22-PI-4,2017-02-16,none,none,10,95,100,NA,NA,NA,CVJ,irregular work-up,JG,N,NA,NA
U3786,2016-06-01-D22-PI-10,2017-02-16,none,none,8.2,93,99,NA,NA,NA,CVJ,irregular work-up,JG,N,NA,NA
U3627,2016-05-23-D22-CU-1,2017-02-17,none,none,10.2,94,100,NA,NA,NA,JG,irregular work-up,JG,N,NA,NA
U3628,2016-05-23-D22-CU-6,2017-02-17,none,none,10.3,98,103,NA,NA,NA,JG,irregular work-up,JG,N,NA,NA
U3629,2016-05-23-D22-CU-2,2017-02-17,none,none,7.2,85,90,NA,Lost 1 otolith.,NA,JG,irregular work-up,JG,N,NA,NA
U3630,2016-05-23-D22-CU-10,2017-02-17,none,none,9.8,93,98,NA,NA,NA,JG,irregular work-up,JG,N,NA,NA
U3631,2016-05-23-D22-CU-8,2017-02-17,none,none,6.3,82,NA,NA,Heart fell into g6 (retrieved). samples left in -20 freezer overnight,NA,JG,irregular work-up,JG,N,NA,NA
U3632,2016-05-23-D22-CU-3,2017-02-17,none,none,8.6,90,95,NA,G6 previously had heart from u3680. samples left in -20 freezer overnight,NA,JG,irregular work-up,JG,N,NA,NA
U3633,2016-06-01-D22-CU-6,2017-02-17,none,none,7.3,88,92,NA,Samples left in -20 freezer overnight,NA,JG,irregular work-up,JG,N,NA,NA
U3634,2016-06-01-D22-CU-8,2017-02-17,none,none,8.3,91,97,NA,Samples left in -20 freezer overnight,NA,JG,irregular work-up,JG,N,NA,NA
U3635,2016-06-01-D22-CU-7,2017-02-17,none,none,6.5,81,86,3635,Samples left in -20 freezer overnight,Noticeable scale loss (2 photos taken),JG,irregular work-up,JG,N,NA,NA
U3636,2016-06-01-D22-CU-5,2017-02-17,none,none,5.7,77,81,NA,Spleen slightly thawed. lost 1 otolith. samples left in -20 freezer overnight,Very small spleen,JG,irregular work-up,JG,N,NA,NA
U3637,2016-06-01-D22-CU-4,2017-02-17,none,none,7.7,84,88,NA,Samples left in -20 freezer overnight,NA,JG,irregular work-up,JG,N,NA,NA
U3638,2016-06-01-D22-CU-1,2017-02-17,none,none,6.7,85,89,NA,Samples left in -20 freezer overnight,NA,JG,irregular work-up,JG,N,NA,NA
U3639,2016-06-01-D22-CU-2,2017-02-18,none,none,7.5,84,88,NA,NA,NA,JG,irregular work-up,CVJ,N,NA,NA
U3640,2016-06-01-D22-CU-9,2017-02-18,none,none,6,80,84,NA,NA,NA,JG,irregular work-up,CVJ,N,NA,NA
U3641,2016-06-01-D22-CU-10,2017-02-18,none,none,7.3,86,90,NA,NA,NA,JG,irregular work-up,CVJ,N,NA,NA
U3642,2016-06-01-D22-CU-3,2017-02-18,none,none,10.6,97,102,NA,NA,Nematode between heart & livier,JG,irregular work-up,CVJ,N,NA,NA
U3643,2016-06-02-J09-CU-2,2017-02-18,none,none,9.5,97,102,NA,NA,NA,JG,irregular work-up,CVJ,N,NA,NA
U3644,2016-06-02-J09-CU-9,2017-02-18,none,none,13.7,106,111,NA,NA,NA,JG,irregular work-up,CVJ,N,NA,NA
U3645,2016-06-02-J09-CU-6,2017-02-18,none,none,10.7,97,101,NA,NA,Pale kidney,JG,irregular work-up,CVJ,N,NA,NA
U3646,2016-06-02-J09-CU-4,2017-02-18,none,none,9.9,95,100,NA,NA,NA,JG,irregular work-up,CVJ,N,NA,NA
U3647,2016-06-02-J09-CU-3,2017-02-18,none,none,12.4,104,110,NA,NA,NA,JG,irregular work-up,CVJ,N,NA,NA
U3787,2016-06-01-D22-PI-8,2017-02-18,none,none,8.6,97,NA,NA,NA,NA,CVJ,irregular work-up,JG,N,NA,NA
U3788,2016-06-01-D22-PI-2,2017-02-18,none,none,7.9,93,NA,NA,NA,NA,CVJ,irregular work-up,JG,N,NA,NA
U3789,2016-06-01-D22-PI-6,2017-02-18,none,none,7,91,95,NA,NA,NA,CVJ,irregular work-up,JG,N,NA,NA
U3790,2016-06-01-D22-PI-9,2017-02-18,none,none,6.6,89,93,NA,NA,NA,CVJ,irregular work-up,JG,N,NA,NA
U3791,2016-06-01-D22-PI-7,2017-02-18,none,none,9.2,97,103,NA,NA,NA,CVJ,irregular work-up,JG,N,NA,NA
U3792,2016-05-27-D09-PI-9,2017-02-18,none,none,11.3,104,109,NA,NA,NA,CVJ,irregular work-up,JG,N,NA,NA
U3648,2016-06-02-J09-CU-1,2017-02-19,none,none,10.4,98,NA,NA,NA,NA,JG,irregular work-up,JG,N,NA,NA
U3649,2016-06-02-J09-CU-7,2017-02-19,none,none,15.2,113,118,NA,NA,NA,JG,irregular work-up,JG,N,NA,NA
U3650,2016-06-02-J09-CU-8,2017-02-19,none,none,11.2,100,NA,NA,NA,NA,JG,irregular work-up,JG,N,NA,NA
U3651,2016-06-02-J09-CU-10,2017-02-19,none,none,11.8,101,107,NA,NA,NA,JG,irregular work-up,JG,N,NA,NA
U3652,2016-06-02-J09-CU-5,2017-02-19,none,none,11.6,95,100,NA,NA,NA,JG,irregular work-up,JG,N,NA,NA
U3793,2016-05-27-D09-PI-4,2017-02-19,none,none,10.2,98,102,NA,NA,NA,CVJ,irregular work-up,JG,N,NA,NA
U3794,2016-05-27-D09-PI-8,2017-02-19,none,none,10.6,101,105,NA,NA,NA,CVJ,irregular work-up,JG,N,NA,NA
U3795,2016-05-27-D09-PI-6,2017-02-19,none,none,8.8,95,99,NA,NA,NA,CVJ,irregular work-up,JG,N,NA,NA
U3796,2016-05-27-D09-PI-7,2017-02-19,none,none,8.2,95,NA,NA,NA,NA,CVJ,irregular work-up,JG,N,NA,NA
U3797,2016-05-27-D09-PI-5,2017-02-19,none,none,6.1,85,NA,NA,NA,NA,CVJ,irregular work-up,JG,N,NA,NA
U3798,2016-05-27-D09-PI-2,2017-02-19,none,none,6.9,87,NA,NA,One otolith broken,NA,CVJ,irregular work-up,JG,N,NA,NA
U3799,2016-05-27-D09-PI-1,2017-02-19,none,none,13,109,113,NA,Only one otolith,NA,CVJ,irregular work-up,JG,N,NA,NA
U3653,2016-06-01-J02-CU-1,2017-02-20,none,none,25.8,127,132,NA,NA,NA,JG,irregular work-up,JG,N,NA,NA
U3654,2016-06-01-J02-CU-9,2017-02-20,none,none,17.7,114,119,NA,NA,NA,JG,irregular work-up,JG,N,NA,NA
U3655,2016-06-01-J02-CU-10,2017-02-20,none,none,12.4,103,109,NA,NA,NA,JG,irregular work-up,JG,N,NA,NA
U3656,2016-06-01-J02-CU-6,2017-02-20,none,none,14,108,113,NA,NA,NA,JG,full work-up 1,JG,N,NA,NA
U3657,2016-06-01-J02-CU-5,2017-02-20,none,none,13.2,104,109,NA,NA,NA,JG,full work-up 1,JG,N,NA,NA
U3658,2016-06-01-J02-CU-3,2017-02-20,none,none,33.1,140,147,NA,NA,NA,JG,full work-up 1,JG,N,NA,NA
U3659,2016-06-01-J02-CU-7,2017-02-20,none,none,23.9,125,130,NA,Lost 1 otolith,NA,JG,full work-up 1,JG,N,NA,NA
